country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Cook Islands,2011,COK,17795,,,,,,0.000,0.000,0.000,,666.667,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.030,0.030,,12.211,0.044,22592.518,,,,1685.867,0.030,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1685.867,0.030,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1685.867,0.402,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Cook Islands,2012,COK,18029,,,,,,0.000,0.000,0.000,,666.667,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.030,0.030,,6.021,0.024,23641.826,,,,1663.986,0.030,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1663.986,0.030,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1663.986,0.426,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Cook Islands,2013,COK,17940,,,,,,0.000,0.000,0.000,,666.667,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.030,0.030,,-0.083,-0.000,23739.312,,,,1672.241,0.030,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1672.241,0.030,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1672.241,0.426,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Cook Islands,2014,COK,17842,,,,,,0.000,0.000,0.000,,666.667,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.030,0.030,,5.862,0.025,25269.025,,,,1681.426,0.030,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1681.426,0.030,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1681.426,0.451,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Cook Islands,2015,COK,17720,,,,,,0.000,0.000,0.000,,666.667,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.030,0.030,,-6.323,-0.029,23834.230,,,,1693.002,0.030,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1693.002,0.030,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1693.002,0.422,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Cook Islands,2016,COK,17572,,,,,,0.000,0.000,0.000,,666.667,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.030,0.030,,4.235,0.018,25052.822,,,,1707.262,0.030,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1707.262,0.030,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1707.262,0.440,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Cook Islands,2017,COK,17417,,,,,,0.000,0.000,0.000,,500.000,,,,,0.000,0.000,,,,,0.000,,0.040,0.040,,7.650,0.034,27209.463,,,,1722.455,0.030,,,75.000,,,,,0.000,0.000,,,,,,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,574.152,0.010,,25.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1722.455,0.030,,,,,,75.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2296.607,0.474,,,,574.152,0.010,,25.000,,,,,574.152,0.010,,25.000,,,,,0.000,0.000,,0.000,
Cook Islands,2018,COK,17276,,,,,,0.000,0.000,0.000,,400.000,,,,,0.000,0.000,,,,,0.000,,0.050,0.050,,5.443,0.026,28924.502,,,,1736.513,0.030,,,60.000,,,,,0.000,0.000,,,,,,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,1157.675,0.020,,40.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1736.513,0.030,,,,,,60.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2894.188,0.500,,,,1157.675,0.020,,40.000,,,,,1157.675,0.020,,40.000,,,,,0.000,0.000,,0.000,
Cook Islands,2019,COK,17133,,,,,,0.000,0.000,0.000,,500.000,,,,,0.000,0.000,,,,,0.000,,0.040,0.040,,0.277,0.001,29246.834,,,,1751.007,0.030,,,75.000,,,,,0.000,0.000,,,,,,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,583.669,0.010,,25.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1751.007,0.030,,,,,,75.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2334.676,0.501,,,,583.669,0.010,,25.000,,,,,583.669,0.010,,25.000,,,,,0.000,0.000,,0.000,
Cook Islands,2020,COK,17050,,,,,,0.000,0.000,0.000,,500.000,,,,,0.000,0.000,,,,,0.000,,0.040,0.040,,-5.962,-0.030,27636.979,,,,1759.531,0.030,,,75.000,,,,,0.000,0.000,,,,,,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,586.510,0.010,,25.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1759.531,0.030,,,,,,75.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2346.041,0.471,,,,586.510,0.010,,25.000,,,,,586.510,0.010,,25.000,,,,,0.000,0.000,,0.000,
Cook Islands,2021,COK,17028,,,,,,0.000,0.000,0.000,,400.000,,,,,0.000,0.000,,,,,0.000,,0.050,0.050,,4.592,0.022,28943.293,,,,1761.804,0.030,,,60.000,,,,,0.000,0.000,,,,,,0.000,,0.020,,,,0.000,0.000,,0.000,,,,,1174.536,0.020,,40.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1761.804,0.030,,,,,,60.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2936.340,0.493,,,,1174.536,0.020,,40.000,,,,,1174.536,0.020,,40.000,,,,,0.000,0.000,,0.000,
Costa Rica,1980,CRI,2414306,17997543424.000,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,6692.688,0.898,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,16.158,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1981,CRI,2481345,17587703808.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,3.172,0.513,6718.458,0.948,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,16.671,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1982,CRI,2550786,16366901248.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-2.435,-0.406,6376.428,0.994,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,16.265,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1983,CRI,2622540,16819422208.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,10.099,1.643,6828.286,1.065,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,17.907,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1984,CRI,2696205,18139500544.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-3.820,-0.684,6388.007,0.949,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,17.223,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1985,CRI,2771467,18289864704.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,1.565,0.270,6311.796,0.956,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,17.493,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1986,CRI,2847855,19298686976.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-2.402,-0.420,5994.962,0.885,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,17.073,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1987,CRI,2924597,20217436160.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,10.640,1.817,6458.797,0.934,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,18.889,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1988,CRI,3001463,20903190528.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,8.171,1.543,6807.616,0.977,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,20.433,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1989,CRI,3079008,22103439360.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,8.832,1.805,7222.240,1.006,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,22.237,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1990,CRI,3158257,22906634240.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-2.050,-0.456,6896.660,0.951,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,21.781,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1991,CRI,3239419,23389726720.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,6.739,1.468,7176.984,0.994,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,23.249,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1992,CRI,3321943,25502582784.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,18.102,4.209,8265.608,1.077,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,27.458,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1993,CRI,3405376,27271077888.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,8.790,2.414,8771.873,1.095,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,29.872,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1994,CRI,3489158,28453398528.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,1.307,0.390,8673.120,1.064,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,30.262,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1995,CRI,3572855,29581651968.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,1.655,0.501,8610.148,1.040,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,30.763,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1996,CRI,3656235,29906411520.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,0.946,0.291,8493.361,1.038,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,31.054,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1997,CRI,3739425,31522734080.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,12.286,3.815,9324.729,1.106,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,34.869,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1998,CRI,3821428,33667012608.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,2.591,0.903,9361.015,1.063,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,35.772,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,1999,CRI,3901431,34945409024.000,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,14.834,5.307,10529.213,1.176,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,41.079,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2000,CRI,3979189,36231462912.000,,,,,0.000,0.000,0.000,,32.117,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,6.380,6.850,,3.641,1.496,10699.309,1.175,,,17.592,0.070,,,1.022,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.220,,,,1412.348,5.620,,82.044,,,,,1703.865,6.780,,98.978,,-0.470,-7.367,,,,0.000,0.000,,0.000,,,,,17.592,0.070,,,0.000,0.000,0.000,1.022,,,0.980,0.980,,,246.281,246.281,,14.307,14.307,,1721.456,42.575,,,,1703.865,6.780,,98.978,,,,,0.000,0.000,,0.000,,,,,45.235,0.180,,2.628,
Costa Rica,2001,CRI,4053223,37440827392.000,,,,,0.000,0.000,0.000,,36.284,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,6.640,6.890,,1.802,0.767,10693.142,1.158,,,27.139,0.110,,,1.597,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.250,,,,1381.617,5.600,,81.277,,,,,1672.743,6.780,,98.403,,-0.250,-3.765,,,,0.000,0.000,,0.000,,,,,27.139,0.110,,,0.000,0.000,0.000,1.597,,,0.990,0.990,,,244.250,244.250,,14.369,14.369,,1699.882,43.342,,,,1672.743,6.780,,98.403,,,,,0.000,0.000,,0.000,,,,,46.876,0.190,,2.758,
Costa Rica,2002,CRI,4122628,38616899584.000,,,,,2.426,0.010,0.135,,39.084,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,6.980,7.420,,4.103,1.778,10944.455,1.168,,,38.810,0.160,,,2.156,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.290,,,,1423.849,5.870,,79.111,,,,,1761.013,7.260,,97.844,,-0.440,-6.304,,,,0.000,0.000,,0.000,,,,,38.810,0.160,,,0.000,0.000,0.000,2.156,,,1.130,1.120,,,274.097,271.671,,15.229,15.094,,1799.823,45.120,,,,1761.013,7.260,,97.844,,,,,0.000,0.000,,0.000,,,,,63.067,0.260,,3.504,
Costa Rica,2003,CRI,4188609,40200847360.000,,,,,2.387,0.010,0.137,,41.152,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,7.120,7.290,,2.036,0.919,10991.341,1.145,,,45.361,0.190,,,2.606,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.300,,,,1399.033,5.860,,80.384,,,,,1695.073,7.100,,97.394,,-0.170,-2.388,,,,0.000,0.000,,0.000,,,,,45.361,0.190,,,0.000,0.000,0.000,2.606,,,0.930,0.920,,,222.031,219.643,,12.757,12.620,,1740.435,46.038,,,,1695.073,7.100,,97.394,,,,,0.000,0.000,,0.000,,,,,74.010,0.310,,4.252,
Costa Rica,2004,CRI,4252803,41880821760.000,,,,,2.351,0.010,0.125,,31.368,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,7.730,7.970,,3.107,1.430,11161.785,1.133,,,16.460,0.070,,,0.878,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.250,,,,1509.593,6.420,,80.552,,,,,1857.598,7.900,,99.122,,-0.240,-3.105,,,,0.000,0.000,,0.000,,,,,16.460,0.070,,,0.000,0.000,0.000,0.878,,,1.220,1.210,,,286.870,284.518,,15.307,15.182,,1874.058,47.469,,,,1857.598,7.900,,99.122,,,,,0.000,0.000,,0.000,,,,,61.136,0.260,,3.262,
Costa Rica,2005,CRI,4315894,43440771072.000,,,,,4.634,0.020,0.245,,49.080,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,8.160,8.150,,3.938,1.869,11431.702,1.136,,,64.876,0.280,,,3.436,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.400,,,,1506.061,6.500,,79.755,,,,,1823.492,7.870,,96.564,,0.010,0.123,,,,0.000,0.000,,0.000,,,,,64.876,0.280,,,0.000,0.000,0.000,3.436,,,1.170,1.150,,,271.091,266.457,,14.356,14.110,,1888.369,49.338,,,,1823.492,7.870,,96.564,,,,,0.000,0.000,,0.000,,,,,46.340,0.200,,2.454,
Costa Rica,2006,CRI,4378170,46517063680.000,,,,,6.852,0.030,0.350,,68.765,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,8.670,8.580,,4.356,2.149,11759.994,1.107,,,121.055,0.530,,,6.177,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.590,,,,1491.491,6.530,,76.107,,,,,1838.668,8.050,,93.823,,0.090,1.038,,,,0.000,0.000,,0.000,,,,,121.055,0.530,,,0.000,0.000,0.000,6.177,,,1.250,1.220,,,285.507,278.655,,14.569,14.219,,1959.723,51.487,,,,1838.668,8.050,,93.823,,,,,0.000,0.000,,0.000,,,,,61.670,0.270,,3.147,
Costa Rica,2007,CRI,4440023,50239516672.000,,,,,13.513,0.060,0.672,,78.387,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,9.090,8.930,,5.670,2.919,12253.692,1.083,,,155.405,0.690,,,7.727,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.700,,,,1509.001,6.700,,75.028,,,,,1855.846,8.240,,92.273,,0.160,1.760,,,,0.000,0.000,,0.000,,,,,155.405,0.690,,,0.000,0.000,0.000,7.727,,,1.300,1.240,,,292.791,279.278,,14.558,13.886,,2011.251,54.407,,,,1855.846,8.240,,92.273,,,,,0.000,0.000,,0.000,,,,,54.054,0.240,,2.688,
Costa Rica,2008,CRI,4501921,52501716992.000,,,,,8.885,0.040,0.427,,75.855,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,9.290,9.360,,1.293,0.704,12241.504,1.050,,,151.047,0.680,,,7.265,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.710,,,,1623.751,7.310,,78.098,,,,,1928.066,8.680,,92.735,,-0.070,-0.753,,,,0.000,0.000,,0.000,,,,,151.047,0.680,,,0.000,0.000,0.000,7.265,,,1.170,1.130,,,259.889,251.004,,12.500,12.073,,2079.113,55.110,,,,1928.066,8.680,,92.735,,,,,0.000,0.000,,0.000,,,,,44.425,0.200,,2.137,
Costa Rica,2009,CRI,4563131,51914768384.000,,,,,6.574,0.030,0.325,,63.991,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,9.240,9.220,,-2.727,-1.503,11747.936,1.033,,,113.957,0.520,,,5.640,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.590,,,,1566.907,7.150,,77.549,,,,,1906.586,8.700,,94.360,,0.020,0.216,,,,0.000,0.000,,0.000,,,,,113.957,0.520,,,0.000,0.000,0.000,5.640,,,1.220,1.190,,,267.360,260.786,,13.232,12.907,,2020.543,53.607,,,,1906.586,8.700,,94.360,,,,,0.000,0.000,,0.000,,,,,72.319,0.330,,3.579,
Costa Rica,2010,CRI,4622250,54407368704.000,,,,,6.490,0.030,0.317,,76.030,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,9.500,9.470,,1.630,0.874,11786.667,1.001,,,153.605,0.710,,,7.497,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.720,,,,1555.520,7.190,,75.924,,,,,1895.181,8.760,,92.503,,0.030,0.316,,,,0.000,0.000,,0.000,,,,,153.605,0.710,,,0.000,0.000,0.000,7.497,,,1.210,1.180,,,261.777,255.287,,12.777,12.460,,2048.786,54.481,,,,1895.181,8.760,,92.503,,,,,0.000,0.000,,0.000,,,,,77.884,0.360,,3.801,
Costa Rica,2011,CRI,4679927,56666828800.000,,,,,8.547,0.040,0.412,,89.691,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,9.660,9.700,,0.530,0.289,11703.091,0.967,,,194.447,0.910,,,9.381,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.870,,,,1508.570,7.060,,72.784,,,,,1878.234,8.790,,90.619,,-0.040,-0.414,,,,0.000,0.000,,0.000,,,,,194.447,0.910,,,0.000,0.000,0.000,9.381,,,1.320,1.280,,,282.056,273.509,,13.608,13.196,,2072.682,54.770,,,,1878.234,8.790,,90.619,,,,,0.000,0.000,,0.000,,,,,87.608,0.410,,4.227,
Costa Rica,2012,CRI,4736593,59384729600.000,,,,,10.556,0.050,0.498,,86.567,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,10.070,10.050,,0.954,0.522,11673.354,0.931,,,190.010,0.900,,,8.955,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.870,,,,1511.635,7.160,,71.244,,,,,1931.768,9.150,,91.045,,0.020,0.199,,,,0.000,0.000,,0.000,,,,,190.010,0.900,,,0.000,0.000,0.000,8.955,,,1.450,1.400,,,306.127,295.571,,14.428,13.930,,2121.778,55.292,,,,1931.768,9.150,,91.045,,,,,2.111,0.010,,0.100,,,,,111.895,0.530,,5.274,
Costa Rica,2013,CRI,4791541,60731088896.000,,,,,14.609,0.070,0.692,,109.792,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,10.160,10.110,,0.685,0.378,11618.479,0.917,,,256.702,1.230,,,12.166,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,1.110,,,,1414.994,6.780,,67.062,,,,,1853.266,8.880,,87.834,,0.050,0.492,,,,0.000,0.000,,0.000,,,,,256.702,1.230,,,0.000,0.000,0.000,12.166,,,1.590,1.520,,,331.835,317.226,,15.727,15.035,,2109.969,55.670,,,,1853.266,8.880,,87.834,,,,,4.174,0.020,,0.198,,,,,102.264,0.490,,4.847,
Costa Rica,2014,CRI,4844293,62954872832.000,,,,,12.386,0.060,0.593,,99.901,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,10.310,10.110,,2.045,1.138,11726.931,0.902,,,227.071,1.100,,,10.880,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,1.010,,,,1372.749,6.650,,65.776,,,,,1859.921,9.010,,89.120,,0.200,1.940,,,,0.000,0.000,,0.000,,,,,227.071,1.100,,,0.000,0.000,0.000,10.880,,,1.600,1.540,,,330.286,317.900,,15.826,15.232,,2086.992,56.809,,,,1859.921,9.010,,89.120,,,,,4.129,0.020,,0.198,,,,,152.757,0.740,,7.319,
Costa Rica,2015,CRI,4895241,65928048640.000,,,,,4.086,0.020,0.186,,39.963,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,10.650,10.760,,4.356,2.474,12110.349,0.899,,,53.113,0.260,,,2.416,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.430,,,,1632.197,7.990,,74.257,,,,,2144.940,10.500,,97.584,,-0.110,-1.033,,,,0.000,0.000,,0.000,,,,,53.113,0.260,,,0.000,0.000,0.000,2.416,,,1.400,1.380,,,285.992,281.906,,13.011,12.825,,2198.053,59.283,,,,2144.940,10.500,,97.584,,,,,6.128,0.030,,0.279,,,,,220.622,1.080,,10.037,
